item_id,brand_id,code,rgb,series_id,pencil_name,color_id,order,inv_qty,wish_qty
49465290,93698434,134,"{""b"": 157, ""g"": 77, ""r"": 161}",NULL,"{""en"": ""crimson"", ""ja"": """"}",NULL,34,0,1
49733001,93698434,280,"{""b"": 70, ""g"": 85, ""r"": 104}",NULL,"{""en"": ""burnt umber"", ""ja"": """"}",NULL,100,0,0
49936774,93698434,103,"{""b"": 216, ""g"": 244, ""r"": 255}",NULL,"{""en"": ""ivory"", ""ja"": """"}",NULL,2,1,0
50405982,93698434,123,"{""b"": 134, ""g"": 76, ""r"": 239}",NULL,"{""en"": ""fuchsia"", ""ja"": """"}",NULL,27,0,0
51033017,93698434,168,"{""b"": 85, ""g"": 162, ""r"": 130}",NULL,"{""en"": ""earth green yellowish"", ""ja"": """"}",NULL,75,0,0
51525759,93698434,152,"{""b"": 214, ""g"": 156, ""r"": 48}",NULL,"{""en"": ""middle phthalo blue"", ""ja"": """"}",NULL,50,0,0
51605649,45853241,OP 059,"{""b"": 57, ""g"": 97, ""r"": 205}",NULL,"{""en"": ""autumn leaf"", ""ja"": ""オータムリーフ""}",NULL,18,0,0
52134762,45853241,OP 291,"{""b"": 65, ""g"": 165, ""r"": 124}",NULL,"{""en"": ""leaf green"", ""ja"": ""リーフグリーン""}",NULL,82,0,0
52258522,93698434,105,"{""b"": 62, ""g"": 231, ""r"": 255}",NULL,"{""en"": ""light cadmium yellow"", ""ja"": """"}",743,6,0,0
52371626,45853241,OP 347,"{""b"": 169, ""g"": 88, ""r"": 35}",NULL,"{""en"": ""cobalt blue"", ""ja"": ""コバルトブルー""}",NULL,97,0,0
52416702,93698434,230,"{""b"": 216, ""g"": 209, ""r"": 202}",NULL,"{""en"": ""cold grey I"", ""ja"": """"}",NULL,110,0,0
52424158,45853241,OP 194,"{""b"": 63, ""g"": 133, ""r"": 172}",NULL,"{""en"": ""kahki"", ""ja"": ""カーキ""}",NULL,53,0,0
53468758,93698434,133,"{""b"": 103, ""g"": 78, ""r"": 147}",NULL,"{""en"": ""magenta"", ""ja"": """"}",NULL,22,0,0
53918231,45853241,OP 379,"{""b"": 183, ""g"": 148, ""r"": 128}",NULL,"{""en"": ""smoke blue"", ""ja"": ""スモークブルー""}",NULL,103,0,0
54166839,45853241,OP 430,"{""b"": 184, ""g"": 117, ""r"": 122}",NULL,"{""en"": ""wisteria"", ""ja"": ""ウィステリア""}",NULL,107,0,0
54328152,93698434,263,"{""b"": 81, ""g"": 78, ""r"": 130}",NULL,"{""en"": ""caput mortuum violet"", ""ja"": """"}",NULL,80,0,0
54539185,93698434,271,"{""b"": 190, ""g"": 193, ""r"": 200}",NULL,"{""en"": ""warm grey II"", ""ja"": """"}",NULL,108,0,0
54984546,93698434,131,"{""b"": 153, ""g"": 156, ""r"": 246}",NULL,"{""en"": ""coral"", ""ja"": """"}",NULL,83,0,0
55262308,45853241,OP 640,"{""b"": 141, ""g"": 124, ""r"": 110}",NULL,"{""en"": ""silver"", ""ja"": ""シルバー""}",NULL,143,0,0
55483126,45853241,OP 270,"{""b"": 130, ""g"": 177, ""r"": 178}",NULL,"{""en"": ""willow green"", ""ja"": ""ウィローグリーン""}",NULL,74,0,0
56039080,93698434,247,"{""b"": 152, ""g"": 94, ""r"": 68}",NULL,"{""en"": ""indanthrene blue"", ""ja"": """"}",NULL,42,0,0
57260082,45853241,OP 180,"{""b"": 48, ""g"": 48, ""r"": 62}",NULL,"{""en"": ""burnt umber"", ""ja"": ""バーントアンバー""}",NULL,47,0,0
57447870,45853241,OP 051,"{""b"": 87, ""g"": 44, ""r"": 187}",NULL,"{""en"": ""strawberry"", ""ja"": ""スイトロベリー""}",NULL,14,0,0
57782557,93698434,158,"{""b"": 96, ""g"": 107, ""r"": 20}",NULL,"{""en"": ""deep cobalt green"", ""ja"": """"}",NULL,58,0,0
57815259,45853241,OP 600,"{""b"": 72, ""g"": 95, ""r"": 116}",NULL,"{""en"": ""gold"", ""ja"": ""ゴールド""}",NULL,139,0,0
57842035,93698434,121,"{""b"": 80, ""g"": 70, ""r"": 239}",NULL,"{""en"": ""pale geranium lake"", ""ja"": """"}",NULL,16,0,0
57865663,45853241,OP 044,"{""b"": 49, ""g"": 66, ""r"": 227}",NULL,"{""en"": ""scarlet"", ""ja"": ""スカーレット""}",NULL,10,0,0
58163516,45853241,OP 142,"{""b"": 50, ""g"": 172, ""r"": 244}",NULL,"{""en"": ""marigold"", ""ja"": ""マリゴールド""}",NULL,37,0,0
58392428,45853241,OP 062,"{""b"": 81, ""g"": 57, ""r"": 177}",NULL,"{""en"": ""crimson"", ""ja"": ""クリムソン""}",NULL,20,0,0
58714604,45853241,OP 054,"{""b"": 60, ""g"": 63, ""r"": 201}",NULL,"{""en"": ""light red"", ""ja"": ""ライトレッド""}",NULL,16,0,0
60850762,45853241,OP 096,"{""b"": 83, ""g"": 89, ""r"": 187}",NULL,"{""en"": ""cinnamon"", ""ja"": ""シナモン""}",NULL,25,0,0
61962312,45853241,OP 440,"{""b"": 152, ""g"": 65, ""r"": 45}",NULL,"{""en"": ""pansy"", ""ja"": ""パンジー""}",NULL,111,0,0
62468998,45853241,OP 534,"{""b"": 122, ""g"": 106, ""r"": 95}",NULL,"{""en"": ""cool grey #4"", ""ja"": ""クールグレイ#4""}",NULL,136,0,0
62522691,93698434,275,"{""b"": 87, ""g"": 85, ""r"": 88}",NULL,"{""en"": ""warm grey VI"", ""ja"": """"}",NULL,104,0,0
62679672,45853241,OP 171,"{""b"": 140, ""g"": 161, ""r"": 204}",NULL,"{""en"": ""cork"", ""ja"": ""コルク""}",NULL,44,0,0
63186060,45853241,OP 469,"{""b"": 85, ""g"": 36, ""r"": 148}",NULL,"{""en"": ""bordeaux red"", ""ja"": ""ボルドーレッド""}",NULL,118,0,0
63329787,45853241,OP 222,"{""b"": 130, ""g"": 215, ""r"": 178}",NULL,"{""en"": ""lettuce green"", ""ja"": ""レタスグリーン""}",NULL,56,0,0
63484050,45853241,OP 228,"{""b"": 202, ""g"": 206, ""r"": 140}",NULL,"{""en"": ""ice green"", ""ja"": ""アイスグリーン""}",NULL,59,0,0
63743246,93698434,184,"{""b"": 91, ""g"": 194, ""r"": 245}",NULL,"{""en"": ""dark Naples ochre"", ""ja"": """"}",NULL,93,0,0
65376396,93698434,171,"{""b"": 133, ""g"": 209, ""r"": 160}",NULL,"{""en"": ""light green"", ""ja"": """"}",NULL,65,0,0
65928189,45853241,OP 532,"{""b"": 187, ""g"": 176, ""r"": 169}",NULL,"{""en"": ""cool grey #2"", ""ja"": ""クールグレイ#2""}",NULL,134,0,0
66096061,93698434,106,"{""b"": 69, ""g"": 222, ""r"": 255}",NULL,"{""en"": ""light chrome yellow"", ""ja"": """"}",NULL,7,0,0
66554970,45853241,OP 501,"{""b"": 239, ""g"": 234, ""r"": 232}",NULL,"{""en"": ""soft white"", ""ja"": ""ソフトホワイト""}",NULL,124,0,0
68624487,93698434,137,"{""b"": 158, ""g"": 82, ""r"": 89}",NULL,"{""en"": ""blue violet"", ""ja"": """"}",NULL,38,0,0
68834549,45853241,OP 122,"{""b"": 158, ""g"": 195, ""r"": 237}",NULL,"{""en"": ""jaune brillant"", ""ja"": ""ジョーンブリヤン""}",NULL,31,0,0
68976926,93698434,272,"{""b"": 159, ""g"": 165, ""r"": 168}",NULL,"{""en"": ""warm grey III"", ""ja"": """"}",NULL,107,0,0
69065265,45853241,OP 057,"{""b"": 52, ""g"": 72, ""r"": 185}",NULL,"{""en"": ""burnt sienna"", ""ja"": ""バーントシェンナ""}",NULL,17,0,0
70113412,93698434,234,"{""b"": 118, ""g"": 113, ""r"": 110}",NULL,"{""en"": ""cold grey V"", ""ja"": """"}",NULL,114,0,0
70427081,45853241,OP 523,"{""b"": 148, ""g"": 152, ""r"": 156}",NULL,"{""en"": ""warm grey #3"", ""ja"": ""ウォームグレイ#3""}",NULL,129,0,0
71062495,45853241,OP 365,"{""b"": 127, ""g"": 75, ""r"": 29}",NULL,"{""en"": ""navy blue"", ""ja"": ""ネイビーブルー""}",NULL,100,0,0
71563990,93698434,120,"{""b"": 180, ""g"": 109, ""r"": 80}",NULL,"{""en"": ""ultramarine"", ""ja"": """"}",NULL,45,0,0
71663736,93698434,124,"{""b"": 114, ""g"": 92, ""r"": 233}",NULL,"{""en"": ""rose carmine"", ""ja"": """"}",NULL,26,0,0
71754987,45853241,OP 535,"{""b"": 124, ""g"": 108, ""r"": 97}",NULL,"{""en"": ""cool grey #5"", ""ja"": ""クールグレイ#5""}",NULL,137,0,0
72144907,45853241,OP 335,"{""b"": 190, ""g"": 112, ""r"": 45}",NULL,"{""en"": ""cerulean blue"", ""ja"": ""セルリアンブルー""}",NULL,92,0,0
72354626,93698434,169,"{""b"": 88, ""g"": 93, ""r"": 154}",NULL,"{""en"": ""caput mortuum"", ""ja"": """"}",NULL,78,0,0
72460277,93698434,226,"{""b"": 93, ""g"": 45, ""r"": 223}",NULL,"{""en"": ""alizarin crimson"", ""ja"": """"}",NULL,24,0,0
74438897,93698434,167,"{""b"": 79, ""g"": 122, ""r"": 76}",NULL,"{""en"": ""permanent green olive"", ""ja"": """"}",NULL,69,0,0
74904749,45853241,OP 165,"{""b"": 53, ""g"": 184, ""r"": 215}",NULL,"{""en"": ""mustard"", ""ja"": ""マスタード""}",NULL,43,0,0
75496685,45853241,OP 610,"{""b"": 54, ""g"": 79, ""r"": 87}",NULL,"{""en"": ""pale gold"", ""ja"": ""ペールゴールド""}",NULL,140,0,0
76059815,45853241,OP 131,"{""b"": 89, ""g"": 166, ""r"": 242}",NULL,"{""en"": ""apricot"", ""ja"": ""アプリコット""}",NULL,34,0,0
76283865,45853241,OP 052,"{""b"": 67, ""g"": 55, ""r"": 209}",NULL,"{""en"": ""madder red"", ""ja"": ""マダーレッド""}",NULL,15,0,0
76836823,93698434,160,"{""b"": 173, ""g"": 105, ""r"": 154}",NULL,"{""en"": ""manganese violet"", ""ja"": """"}",NULL,35,0,0
77290930,45853241,OP 476,"{""b"": 168, ""g"": 127, ""r"": 157}",NULL,"{""en"": ""sea fog"", ""ja"": ""シーフォッグ""}",NULL,119,0,0
77390223,93698434,219,"{""b"": 94, ""g"": 73, ""r"": 232}",NULL,"{""en"": ""deep scarlet red"", ""ja"": """"}",NULL,17,0,0
77700743,45853241,OP 086,"{""b"": 59, ""g"": 57, ""r"": 75}",NULL,"{""en"": ""chocolate"", ""ja"": ""チョコレート""}",NULL,23,0,0
77827088,45853241,OP 120,"{""b"": 154, ""g"": 180, ""r"": 234}",NULL,"{""en"": ""peach"", ""ja"": ""ピーチ""}",NULL,30,0,0
77954066,45853241,OP 312,"{""b"": 221, ""g"": 210, ""r"": 166}",NULL,"{""en"": ""horizon blue"", ""ja"": ""ホリゾンブルー""}",NULL,86,0,0
78485613,93698434,157,"{""b"": 91, ""g"": 74, ""r"": 62}",NULL,"{""en"": ""dark indigo"", ""ja"": """"}",NULL,41,0,0
78876358,93698434,115,"{""b"": 51, ""g"": 121, ""r"": 244}",NULL,"{""en"": ""dark cadmium orange"", ""ja"": """"}",NULL,13,0,0
79043103,45853241,OP 195,"{""b"": 54, ""g"": 118, ""r"": 143}",NULL,"{""en"": ""olive brown"", ""ja"": ""オリーブブラウン""}",NULL,54,0,0
79432384,93698434,113,"{""b"": 52, ""g"": 128, ""r"": 244}",NULL,"{""en"": ""orange glaze"", ""ja"": """"}",NULL,12,0,0
80031479,93698434,162,"{""b"": 143, ""g"": 184, ""r"": 56}",NULL,"{""en"": ""light phthalo green"", ""ja"": """"}",NULL,64,0,0
80110180,93698434,151,"{""b"": 184, ""g"": 112, ""r"": 23}",NULL,"{""en"": ""helioblue-reddish"", ""ja"": """"}",NULL,43,0,0
80491832,93698434,194,"{""b"": 109, ""g"": 73, ""r"": 136}",NULL,"{""en"": ""red-violet"", ""ja"": """"}",NULL,33,0,0
80754340,93698434,132,"{""b"": 255, ""g"": 255, ""r"": 255}",NULL,"{""en"": ""beige red"", ""ja"": """"}",NULL,84,0,0
81137481,45853241,OP 048,"{""b"": 51, ""g"": 106, ""r"": 239}",NULL,"{""en"": ""orange"", ""ja"": ""オレンジ""}",NULL,13,0,0
81770838,45853241,OP 446,"{""b"": 143, ""g"": 57, ""r"": 143}",NULL,"{""en"": ""amethyst"", ""ja"": ""アメジスト""}",NULL,114,0,0
83221532,45853241,OP 043,"{""b"": 61, ""g"": 59, ""r"": 227}",NULL,"{""en"": ""signal red"", ""ja"": ""シグナルレッド""}",NULL,9,0,0
83254566,45853241,OP 296,"{""b"": 62, ""g"": 84, ""r"": 26}",NULL,"{""en"": ""bottle green"", ""ja"": ""ボトルグリーン""}",NULL,85,0,0
83398375,93698434,264,"{""b"": 120, ""g"": 147, ""r"": 0}",NULL,"{""en"": ""dark phthalo green"", ""ja"": """"}",NULL,60,0,0
83518855,45853241,OP 175,"{""b"": 141, ""g"": 188, ""r"": 203}",NULL,"{""en"": ""sand"", ""ja"": ""サンド""}",NULL,46,0,0
83680320,93698434,138,"{""b"": 175, ""g"": 107, ""r"": 138}",NULL,"{""en"": ""violet"", ""ja"": """"}",NULL,36,0,0
84336378,45853241,OP 254,"{""b"": 67, ""g"": 159, ""r"": 101}",NULL,"{""en"": ""ever green"", ""ja"": ""エバーグリーン""}",NULL,68,0,0
84621442,45853241,OP 750,"{""b"": 134, ""g"": 211, ""r"": 168}",NULL,"{""en"": ""luminous green"", ""ja"": ""ルミナスグリーン""}",NULL,150,0,0
84677741,93698434,267,"{""b"": 72, ""g"": 92, ""r"": 49}",NULL,"{""en"": ""pine green"", ""ja"": """"}",NULL,70,0,0
84694620,93698434,119,"{""b"": 185, ""g"": 134, ""r"": 215}",NULL,"{""en"": ""light magenta"", ""ja"": """"}",NULL,31,0,0
84695395,93698434,112,"{""b"": 92, ""g"": 185, ""r"": 73}",NULL,"{""en"": ""leaf green"", ""ja"": """"}",NULL,67,0,0
84695660,45853241,OP 097,"{""b"": 44, ""g"": 58, ""r"": 169}",NULL,"{""en"": ""brick"", ""ja"": ""ブリック""}",NULL,26,0,0
84728237,93698434,140,"{""b"": 210, ""g"": 154, ""r"": 101}",NULL,"{""en"": ""light ultramarine"", ""ja"": """"}",NULL,46,0,0
85339300,93698434,109,"{""b"": 50, ""g"": 166, ""r"": 250}",NULL,"{""en"": ""dark chrome yellow"", ""ja"": """"}",NULL,10,0,0
85356015,45853241,OP 324,"{""b"": 228, ""g"": 171, ""r"": 99}",NULL,"{""en"": ""sky blue"", ""ja"": ""スカイブルー""}",NULL,89,0,0
85427047,93698434,177,"{""b"": 72, ""g"": 79, ""r"": 93}",NULL,"{""en"": ""walnut brown"", ""ja"": """"}",NULL,102,0,0
85622569,45853241,OP 740,"{""b"": 146, ""g"": 239, ""r"": 239}",NULL,"{""en"": ""luminous lemon"", ""ja"": ""ルミナスレモン""}",NULL,149,0,0
85674679,45853241,OP 495,"{""b"": 169, ""g"": 101, ""r"": 155}",NULL,"{""en"": ""rose grey"", ""ja"": ""ローズグレイ""}",NULL,122,0,0
85938304,93698434,142,"{""b"": 92, ""g"": 63, ""r"": 205}",NULL,"{""en"": ""madder"", ""ja"": """"}",NULL,23,0,0
86278519,45853241,OP 271,"{""b"": 140, ""g"": 206, ""r"": 181}",NULL,"{""en"": ""opal green"", ""ja"": ""オパールグリーン""}",NULL,75,0,0
86304742,45853241,OP 225,"{""b"": 160, ""g"": 201, ""r"": 131}",NULL,"{""en"": ""cobalt green"", ""ja"": ""コバルトグリーン""}",NULL,57,0,0
88250128,93698434,283,"{""b"": 71, ""g"": 90, ""r"": 137}",NULL,"{""en"": ""burnt siena"", ""ja"": """"}",NULL,101,0,0
88415512,45853241,OP 251,"{""b"": 62, ""g"": 202, ""r"": 170}",NULL,"{""en"": ""apple green"", ""ja"": ""アップルグリーン""}",NULL,67,0,0
89294245,45853241,OP 140,"{""b"": 51, ""g"": 144, ""r"": 242}",NULL,"{""en"": ""tangerine"", ""ja"": ""タンジェリン""}",NULL,36,0,0
89618946,45853241,OP 288,"{""b"": 49, ""g"": 56, ""r"": 24}",NULL,"{""en"": ""fir green"", ""ja"": ""ファーグリーン""}",NULL,80,0,0
89955043,45853241,OP 448,"{""b"": 149, ""g"": 57, ""r"": 184}",NULL,"{""en"": ""azalea"", ""ja"": ""アゼリア""}",NULL,115,0,0
89992771,93698434,250,"{""b"": 141, ""g"": 192, ""r"": 205}",NULL,"{""en"": ""gold"", ""ja"": """"}",NULL,119,0,0
90225345,93698434,143,"{""b"": 181, ""g"": 106, ""r"": 5}",NULL,"{""en"": ""cobalt blue"", ""ja"": """"}",NULL,44,0,0
90323284,45853241,OP 116,"{""b"": 196, ""g"": 223, ""r"": 233}",NULL,"{""en"": ""ivory"", ""ja"": ""アイボリ""}",NULL,29,0,0
90652224,93698434,159,"{""b"": 100, ""g"": 119, ""r"": 11}",NULL,"{""en"": ""Hooker´s green"", ""ja"": """"}",NULL,59,0,0
90704310,45853241,OP 481,"{""b"": 81, ""g"": 45, ""r"": 42}",NULL,"{""en"": ""grape"", ""ja"": ""グレープ""}",NULL,120,0,0
91772333,45853241,OP 290,"{""b"": 61, ""g"": 136, ""r"": 116}",NULL,"{""en"": ""moss green"", ""ja"": ""モスグリーン""}",NULL,81,0,0
91853489,45853241,OP 080,"{""b"": 53, ""g"": 37, ""r"": 100}",NULL,"{""en"": ""burgundy"", ""ja"": ""バーガンディ""}",NULL,22,0,0
91994275,93698434,252,"{""b"": 146, ""g"": 144, ""r"": 176}",NULL,"{""en"": ""copper"", ""ja"": """"}",NULL,120,0,0
92113824,45853241,OP 245,"{""b"": 110, ""g"": 171, ""r"": 59}",NULL,"{""en"": ""summer green"", ""ja"": ""サマーグリーン""}",NULL,64,0,0
92229329,93698434,173,"{""b"": 68, ""g"": 93, ""r"": 91}",NULL,"{""en"": ""olive green yellowish"", ""ja"": """"}",NULL,73,0,0
92265042,45853241,OP 184,"{""b"": 64, ""g"": 97, ""r"": 127}",NULL,"{""en"": ""raw umber"", ""ja"": ""ローアンバー""}",NULL,49,0,0
92548255,45853241,OP 620,"{""b"": 89, ""g"": 94, ""r"": 93}",NULL,"{""en"": ""bronze"", ""ja"": ""ブロンズ""}",NULL,141,0,0
92568470,93698434,110,"{""b"": 194, ""g"": 125, ""r"": 11}",NULL,"{""en"": ""phthalo blue"", ""ja"": """"}",NULL,49,0,0
92573422,45853241,OP 019,"{""b"": 192, ""g"": 197, ""r"": 227}",NULL,"{""en"": ""shell pink"", ""ja"": ""シェルピンク""}",NULL,2,0,0
92745336,93698434,170,"{""b"": 86, ""g"": 187, ""r"": 159}",NULL,"{""en"": ""may green"", ""ja"": """"}",NULL,74,0,0
93185504,93698434,130,"{""b"": 146, ""g"": 152, ""r"": 246}",NULL,"{""en"": ""salmon"", ""ja"": """"}",NULL,82,0,0
93345926,45853241,OP 247,"{""b"": 140, ""g"": 104, ""r"": 30}",NULL,"{""en"": ""viridian"", ""ja"": ""ビリジャン""}",NULL,65,0,0
93783481,45853241,OP 526,"{""b"": 52, ""g"": 52, ""r"": 51}",NULL,"{""en"": ""warm grey #6"", ""ja"": ""ウォームグレイ#6""}",NULL,132,0,0
93922917,45853241,OP 147,"{""b"": 56, ""g"": 217, ""r"": 242}",NULL,"{""en"": ""canary yellow"", ""ja"": ""カナリーイエロー""}",NULL,40,0,0
93926450,93698434,156,"{""b"": 189, ""g"": 186, ""r"": 1}",NULL,"{""en"": ""cobalt green"", ""ja"": """"}",NULL,57,0,0
94364865,45853241,OP 093,"{""b"": 66, ""g"": 60, ""r"": 163}",NULL,"{""en"": ""mahogany"", ""ja"": ""マホガニー""}",NULL,24,0,0
95108715,93698434,107,"{""b"": 48, ""g"": 213, ""r"": 255}",NULL,"{""en"": ""cadmium yellow"", ""ja"": """"}",NULL,8,0,0
95610833,45853241,OP 437,"{""b"": 171, ""g"": 110, ""r"": 211}",NULL,"{""en"": ""cosmos"", ""ja"": ""コスモス""}",NULL,110,0,0
95861329,45853241,OP 274,"{""b"": 133, ""g"": 183, ""r"": 129}",NULL,"{""en"": ""mint green"", ""ja"": ""ミントグリーン""}",NULL,77,0,0
96081697,45853241,OP 264,"{""b"": 63, ""g"": 121, ""r"": 57}",NULL,"{""en"": ""holly green"", ""ja"": ""ホリーグリーン""}",NULL,71,0,0
96250319,45853241,OP 511,"{""b"": 38, ""g"": 34, ""r"": 30}",NULL,"{""en"": ""lamp black"", ""ja"": ""ランプブラック""}",NULL,126,0,0
96506542,93698434,146,"{""b"": 223, ""g"": 178, ""r"": 134}",NULL,"{""en"": ""sky blue"", ""ja"": """"}",NULL,47,0,0
97209077,93698434,235,"{""b"": 88, ""g"": 87, ""r"": 87}",NULL,"{""en"": ""cold grey VI"", ""ja"": """"}",NULL,115,0,0
98327556,93698434,175,"{""b"": 72, ""g"": 73, ""r"": 71}",NULL,"{""en"": ""dark sepia"", ""ja"": """"}",NULL,103,0,0
98489344,93698434,186,"{""b"": 89, ""g"": 142, ""r"": 236}",NULL,"{""en"": ""terracotta"", ""ja"": """"}",NULL,90,0,0
98837040,93698434,117,"{""b"": 68, ""g"": 85, ""r"": 240}",NULL,"{""en"": ""light cadmium red"", ""ja"": """"}",NULL,14,0,0
99511756,45853241,OP 076,"{""b"": 143, ""g"": 137, ""r"": 188}",NULL,"{""en"": ""ash rose"", ""ja"": ""アッシュローズ""}",NULL,21,0,0
99523116,93698434,176,"{""b"": 84, ""g"": 89, ""r"": 108}",NULL,"{""en"": ""Van Dyck brown"", ""ja"": """"}",NULL,98,0,0
99776112,93698434,191,"{""b"": 131, ""g"": 124, ""r"": 231}",NULL,"{""en"": ""Pompeian red"", ""ja"": """"}",NULL,86,0,0